Arist(s) Name,Track Name,Album Name,SpotifyID,Release Date,url,type,top,center,bottom
Taylor Swift , New Year's Day , reputation , 7F5oktn5YOsR9eR5YsFtqb , 2017-11-10,spotify:track:7F5oktn5YOsR9eR5YsFtqb,reputation,New Year's Day,10/11/2017,reputation
Taylor Swift , I Forgot That You Existed , Lover , 43rA71bccXFGD4C8GOpIlN , 2019-08-23,spotify:track:43rA71bccXFGD4C8GOpIlN,Lover,I Forgot That You Existed,23/08/2019,Lover
Taylor Swift , Cruel Summer , Lover , 1BxfuPKGuaTgP7aM0Bbdwr , 2019-08-23,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Lover,Cruel Summer,23/08/2019,Lover
Taylor Swift , Lover , Lover , 1dGr1c8CrMLDpV6mPbImSI , 2019-08-23,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Lover,Lover,23/08/2019,Lover
Taylor Swift , The Man , Lover , 3RauEVgRgj1IuWdJ9fDs70 , 2019-08-23,spotify:track:3RauEVgRgj1IuWdJ9fDs70,Lover,The Man,23/08/2019,Lover
Taylor Swift , The Archer , Lover , 3pHkh7d0lzM2AldUtz2x37 , 2019-08-23,spotify:track:3pHkh7d0lzM2AldUtz2x37,Lover,The Archer,23/08/2019,Lover
Taylor Swift , I Think He Knows , Lover , 2YWtcWi3a83pdEg3Gif4Pd , 2019-08-23,spotify:track:2YWtcWi3a83pdEg3Gif4Pd,Lover,I Think He Knows,23/08/2019,Lover
Taylor Swift , Miss Americana & The Heartbreak Prince , Lover , 214nt20w5wOxJnY462klLw , 2019-08-23,spotify:track:214nt20w5wOxJnY462klLw,Lover,Miss Americana & The Heartbreak Prince,23/08/2019,Lover
Taylor Swift , Paper Rings , Lover , 4y5bvROuBDPr5fuwXbIBZR , 2019-08-23,spotify:track:4y5bvROuBDPr5fuwXbIBZR,Lover,Paper Rings,23/08/2019,Lover
Taylor Swift , Cornelia Street , Lover , 12M5uqx0ZuwkpLp5rJim1a , 2019-08-23,spotify:track:12M5uqx0ZuwkpLp5rJim1a,Lover,Cornelia Street,23/08/2019,Lover
Taylor Swift , Death By A Thousand Cuts , Lover , 2dgFqt3w9xIQRjhPtwNk3D , 2019-08-23,spotify:track:2dgFqt3w9xIQRjhPtwNk3D,Lover,Death By A Thousand Cuts,23/08/2019,Lover
Taylor Swift , London Boy , Lover , 1LLXZFeAHK9R4xUramtUKw , 2019-08-23,spotify:track:1LLXZFeAHK9R4xUramtUKw,Lover,London Boy,23/08/2019,Lover
Taylor Swift; The Chicks , Soon You'll Get Better (feat. The Chicks) , Lover , 4AYtqFyFbX0Xkc2wtcygTr , 2019-08-23,spotify:track:4AYtqFyFbX0Xkc2wtcygTr,Lover,Soon You'll Get Better (feat. The Chicks),23/08/2019,Lover
Taylor Swift , False God , Lover , 5hQSXkFgbxjZo9uCwd11so , 2019-08-23,spotify:track:5hQSXkFgbxjZo9uCwd11so,Lover,False God,23/08/2019,Lover
Taylor Swift , You Need To Calm Down , Lover , 6RRNNciQGZEXnqk8SQ9yv5 , 2019-08-23,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,Lover,You Need To Calm Down,23/08/2019,Lover
Taylor Swift , Afterglow , Lover , 1SymEzIT3H8UZfibCs3TYi , 2019-08-23,spotify:track:1SymEzIT3H8UZfibCs3TYi,Lover,Afterglow,23/08/2019,Lover
Taylor Swift; Brendon Urie; Panic! At The Disco , ME! (feat. Brendon Urie of Panic! At The Disco) , Lover , 2Rk4JlNc2TPmZe2af99d45 , 2019-08-23,spotify:track:2Rk4JlNc2TPmZe2af99d45,Lover,ME! (feat. Brendon Urie of Panic! At The Disco),23/08/2019,Lover
Taylor Swift , It's Nice To Have A Friend , Lover , 1SmiQ65iSAbPto6gPFlBYm , 2019-08-23,spotify:track:1SmiQ65iSAbPto6gPFlBYm,Lover,It's Nice To Have A Friend,23/08/2019,Lover
Taylor Swift , Daylight , Lover , 1fzAuUVbzlhZ1lJAx9PtY6 , 2019-08-23,spotify:track:1fzAuUVbzlhZ1lJAx9PtY6,Lover,Daylight,23/08/2019,Lover
Taylor Swift , All Of The Girls You Loved Before , All Of The Girls You Loved Before , 4P9Q0GojKVXpRTJCaL3kyy , 2019-08-23,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,MISC,All Of The Girls You Loved Before,23/08/2019,All Of The Girls You Loved Before
Taylor Swift; Shawn Mendes , Lover (Remix) [feat. Shawn Mendes] , Lover (Remix) [feat. Shawn Mendes] , 3i9UVldZOE0aD0JnyfAZZ0 , 2019-11-13,spotify:track:3i9UVldZOE0aD0JnyfAZZ0,MISC,Lover (Remix) [feat. Shawn Mendes],13/11/2019,Lover (Remix) [feat. Shawn Mendes]
Taylor Swift , Christmas Tree Farm , Christmas Tree Farm , 2mvabkN1i2gLnGAPUVdwek , 2019-12-06,spotify:track:2mvabkN1i2gLnGAPUVdwek,MISC,Christmas Tree Farm,06/12/2019,Christmas Tree Farm
Taylor Swift ," Beautiful Ghosts - From The Motion Picture Soundtrack ""Cats"" ", Cats: Highlights From The Motion Picture Soundtrack , 2evEoQAhIMaa9PfjTT5skG , 2019-12-20,spotify:track:2evEoQAhIMaa9PfjTT5skG,MISC,"Beautiful Ghosts - From The Motion Picture Soundtrack ""Cats""",20/12/2019,Cats: Highlights From The Motion Picture Soundtrack
Taylor Swift , Only The Young - Featured in Miss Americana , Only The Young (Featured in Miss Americana) , 2slqvGLwzZZYsT4K4Y1GBC , 2020-01-31,spotify:track:2slqvGLwzZZYsT4K4Y1GBC,MISC,Only The Young - Featured in Miss Americana,31/01/2020,Only The Young (Featured in Miss Americana)
Taylor Swift , the 1 , folklore , 0Jlcvv8IykzHaSmj49uNW8 , 2020-07-24,spotify:track:0Jlcvv8IykzHaSmj49uNW8,folklore,the 1,24/07/2020,folklore
Taylor Swift , cardigan , folklore , 4R2kfaDFhslZEMJqAFNpdd , 2020-07-24,spotify:track:4R2kfaDFhslZEMJqAFNpdd,folklore,cardigan,24/07/2020,folklore
Taylor Swift , the last great american dynasty , folklore , 2Eeur20xVqfUoM3Q7EFPFt , 2020-07-24,spotify:track:2Eeur20xVqfUoM3Q7EFPFt,folklore,the last great american dynasty,24/07/2020,folklore
Taylor Swift; Bon Iver , exile (feat. Bon Iver) , folklore , 4pvb0WLRcMtbPGmtejJJ6y , 2020-07-24,spotify:track:4pvb0WLRcMtbPGmtejJJ6y,folklore,exile (feat. Bon Iver),24/07/2020,folklore
Taylor Swift , my tears ricochet , folklore , 1MgV7FIyNxIG7WzMRJV5HC , 2020-07-24,spotify:track:1MgV7FIyNxIG7WzMRJV5HC,folklore,my tears ricochet,24/07/2020,folklore
Taylor Swift , mirrorball , folklore , 0ZNU020wNYvgW84iljPkPP , 2020-07-24,spotify:track:0ZNU020wNYvgW84iljPkPP,folklore,mirrorball,24/07/2020,folklore
Taylor Swift , seven , folklore , 6KJqZcs9XDgVck7Lg9QOTC , 2020-07-24,spotify:track:6KJqZcs9XDgVck7Lg9QOTC,folklore,seven,24/07/2020,folklore
Taylor Swift , august , folklore , 3hUxzQpSfdDqwM3ZTFQY0K , 2020-07-24,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,folklore,august,24/07/2020,folklore
Taylor Swift , this is me trying , folklore , 7kt9e9LFSpN1zQtYEl19o1 , 2020-07-24,spotify:track:7kt9e9LFSpN1zQtYEl19o1,folklore,this is me trying,24/07/2020,folklore
Taylor Swift , illicit affairs , folklore , 2NmsngXHeC1GQ9wWrzhOMf , 2020-07-24,spotify:track:2NmsngXHeC1GQ9wWrzhOMf,folklore,illicit affairs,24/07/2020,folklore
Taylor Swift , invisible string , folklore , 6VsvKPJ4xjVNKpI8VVZ3SV , 2020-07-24,spotify:track:6VsvKPJ4xjVNKpI8VVZ3SV,folklore,invisible string,24/07/2020,folklore
Taylor Swift , mad woman , folklore , 2QDyYdZyhlP2fp79KZX8Bi , 2020-07-24,spotify:track:2QDyYdZyhlP2fp79KZX8Bi,folklore,mad woman,24/07/2020,folklore
Taylor Swift , epiphany , folklore , 08fa9LFcFBTcilB3iq2e2A , 2020-07-24,spotify:track:08fa9LFcFBTcilB3iq2e2A,folklore,epiphany,24/07/2020,folklore
Taylor Swift , betty , folklore , 5kI4eCXXzyuIUXjQra0Cxi , 2020-07-24,spotify:track:5kI4eCXXzyuIUXjQra0Cxi,folklore,betty,24/07/2020,folklore
Taylor Swift , peace , folklore , 7MbT4I8qGntX4fMdqMQgke , 2020-07-24,spotify:track:7MbT4I8qGntX4fMdqMQgke,folklore,peace,24/07/2020,folklore
Taylor Swift , hoax , folklore , 6MWoRt97mnSTXZhu3ggi9C , 2020-07-24,spotify:track:6MWoRt97mnSTXZhu3ggi9C,folklore,hoax,24/07/2020,folklore
Taylor Swift , the lakes - bonus track , folklore (deluxe version) , 0eFQWVz0qIxDOvhLpZ40P7 , 2020-08-18,spotify:track:0eFQWVz0qIxDOvhLpZ40P7,folklore,the lakes - bonus track,18/08/2020,folklore (deluxe version)
Taylor Swift , willow , evermore , 0lx2cLdOt3piJbcaXIV74f , 2020-12-11,spotify:track:0lx2cLdOt3piJbcaXIV74f,evermore,willow,11/12/2020,evermore
Taylor Swift , champagne problems , evermore , 0sY6ZUTh4yoctD8VIXz339 , 2020-12-11,spotify:track:0sY6ZUTh4yoctD8VIXz339,evermore,champagne problems,11/12/2020,evermore
Taylor Swift , gold rush , evermore , 5BK0uqwY9DNfZ630STAEaq , 2020-12-11,spotify:track:5BK0uqwY9DNfZ630STAEaq,evermore,gold rush,11/12/2020,evermore
Taylor Swift , 'tis the damn season , evermore , 7dW84mWkdWE5a6lFWxJCBG , 2020-12-11,spotify:track:7dW84mWkdWE5a6lFWxJCBG,evermore,'tis the damn season,11/12/2020,evermore
Taylor Swift , tolerate it , evermore , 0PurA4JVJ8YQgSVopY8fn6 , 2020-12-11,spotify:track:0PurA4JVJ8YQgSVopY8fn6,evermore,tolerate it,11/12/2020,evermore
Taylor Swift , happiness , evermore , 73YUReisjb3A9ActdLLjJQ , 2020-12-11,spotify:track:73YUReisjb3A9ActdLLjJQ,evermore,happiness,11/12/2020,evermore
Taylor Swift , dorothea , evermore , 670fUmXf4KQekzbEgaXyPA , 2020-12-11,spotify:track:670fUmXf4KQekzbEgaXyPA,evermore,dorothea,11/12/2020,evermore
Taylor Swift; The National , coney island (feat. The National) , evermore , 3k7ne7VmH43ZPWxPdvPUgR , 2020-12-11,spotify:track:3k7ne7VmH43ZPWxPdvPUgR,evermore,coney island (feat. The National),11/12/2020,evermore
Taylor Swift , ivy , evermore , 19CSr8rwW05VJL2F91KFNK , 2020-12-11,spotify:track:19CSr8rwW05VJL2F91KFNK,evermore,ivy,11/12/2020,evermore
Taylor Swift , cowboy like me , evermore , 1XjHRolIXL2M1EEOUsGGR4 , 2020-12-11,spotify:track:1XjHRolIXL2M1EEOUsGGR4,evermore,cowboy like me,11/12/2020,evermore
Taylor Swift , long story short , evermore , 2o2sgVJIgFXk8GQjWTgI6U , 2020-12-11,spotify:track:2o2sgVJIgFXk8GQjWTgI6U,evermore,long story short,11/12/2020,evermore
Taylor Swift , marjorie , evermore , 12ntTeqEeTg7GAVpe8Mhpl , 2020-12-11,spotify:track:12ntTeqEeTg7GAVpe8Mhpl,evermore,marjorie,11/12/2020,evermore
Taylor Swift , closure , evermore , 35rdVq36LMHQX0Suw9a6tK , 2020-12-11,spotify:track:35rdVq36LMHQX0Suw9a6tK,evermore,closure,11/12/2020,evermore
Taylor Swift; Bon Iver , evermore (feat. Bon Iver) , evermore , 3O5osWf1rSoKMwe6E9ZaXP , 2020-12-11,spotify:track:3O5osWf1rSoKMwe6E9ZaXP,evermore,evermore (feat. Bon Iver),11/12/2020,evermore
Taylor Swift; HAIM ," no body, no crime (feat. HAIM)", evermore , 3RaT22zZsxVYxxKR7TAaYF , 2020-12-11,spotify:track:3RaT22zZsxVYxxKR7TAaYF,evermore,"no body, no crime (feat. HAIM)",11/12/2020,evermore
Taylor Swift , right where you left me - bonus track , evermore (deluxe version) , 3zwMVvkBe2qIKDObWgXw4N , 2021-01-07,spotify:track:3zwMVvkBe2qIKDObWgXw4N,evermore,right where you left me - bonus track,07/01/2021,evermore (deluxe version)
Taylor Swift , it's time to go - bonus track , evermore (deluxe version) , 1kdWw77ZpYOkhxeuhzU1j6 , 2021-01-07,spotify:track:1kdWw77ZpYOkhxeuhzU1j6,evermore,it's time to go - bonus track,07/01/2021,evermore (deluxe version)
HAIM; Taylor Swift , Gasoline (HAIM feat. Taylor Swift) , Women In Music Pt III (Expanded Edition) , 2bzUVEvpZ7At5cYz1kOLI9 , 2021-02-19,spotify:track:2bzUVEvpZ7At5cYz1kOLI9,MISC,Gasoline (HAIM feat. Taylor Swift),19/02/2021,Women In Music Pt III (Expanded Edition)
Taylor Swift , Fearless (TV) , Fearless (TV) , 77sMIMlNaSURUAXq5coCxE , 2021-04-09,spotify:track:77sMIMlNaSURUAXq5coCxE,Fearless (TV),Fearless (TV),09/04/2021,Fearless (TV)
Taylor Swift , Fifteen (TV) , Fearless (TV) , 2nqio0SfWg6gh2eCtfuMa5 , 2021-04-09,spotify:track:2nqio0SfWg6gh2eCtfuMa5,Fearless (TV),Fifteen (TV),09/04/2021,Fearless (TV)
Taylor Swift , Love Story (TV) , Fearless (TV) , 6YvqWjhGD8mB5QXcbcUKtx , 2021-04-09,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,Fearless (TV),Love Story (TV),09/04/2021,Fearless (TV)
Taylor Swift , Hey Stephen (TV) , Fearless (TV) , 550erGcdD9n6PnwxrvYqZT , 2021-04-09,spotify:track:550erGcdD9n6PnwxrvYqZT,Fearless (TV),Hey Stephen (TV),09/04/2021,Fearless (TV)
Taylor Swift , White Horse (TV) , Fearless (TV) , 5YL553x8sHderRBDlm3NM3 , 2021-04-09,spotify:track:5YL553x8sHderRBDlm3NM3,Fearless (TV),White Horse (TV),09/04/2021,Fearless (TV)
Taylor Swift , You Belong With Me (TV) , Fearless (TV) , 1qrpoAMXodY6895hGKoUpA , 2021-04-09,spotify:track:1qrpoAMXodY6895hGKoUpA,Fearless (TV),You Belong With Me (TV),09/04/2021,Fearless (TV)
Taylor Swift; Colbie Caillat , Breathe (feat. Colbie Caillat) (TV) , Fearless (TV) , 7HC7R2D8WjXVcUHJyEGjRs , 2021-04-09,spotify:track:7HC7R2D8WjXVcUHJyEGjRs,Fearless (TV),Breathe (feat. Colbie Caillat) (TV),09/04/2021,Fearless (TV)
Taylor Swift , Tell Me Why (TV) , Fearless (TV) , 0k0vFacOHNuArLWMiH60p7 , 2021-04-09,spotify:track:0k0vFacOHNuArLWMiH60p7,Fearless (TV),Tell Me Why (TV),09/04/2021,Fearless (TV)
Taylor Swift , You're Not Sorry (TV) , Fearless (TV) , 6iiAfo4wTA2CVC3Uwx9uh8 , 2021-04-09,spotify:track:6iiAfo4wTA2CVC3Uwx9uh8,Fearless (TV),You're Not Sorry (TV),09/04/2021,Fearless (TV)
Taylor Swift , The Way I Loved You (TV) , Fearless (TV) , 22bPsP2jCgbLUvh82U0Z3M , 2021-04-09,spotify:track:22bPsP2jCgbLUvh82U0Z3M,Fearless (TV),The Way I Loved You (TV),09/04/2021,Fearless (TV)
Taylor Swift , Forever & Always (TV) , Fearless (TV) , 1msEuwSBneBKpVCZQcFTsU , 2021-04-09,spotify:track:1msEuwSBneBKpVCZQcFTsU,Fearless (TV),Forever & Always (TV),09/04/2021,Fearless (TV)
Taylor Swift , The Best Day (TV) , Fearless (TV) , 6ON9UuIq49xXY9GPmHIYRp , 2021-04-09,spotify:track:6ON9UuIq49xXY9GPmHIYRp,Fearless (TV),The Best Day (TV),09/04/2021,Fearless (TV)
Taylor Swift , Change (TV) , Fearless (TV) , 3ExweHKZF9B752DPQByRVT , 2021-04-09,spotify:track:3ExweHKZF9B752DPQByRVT,Fearless (TV),Change (TV),09/04/2021,Fearless (TV)
Taylor Swift , Jump Then Fall (TV) , Fearless (TV) , 2m3ObD945KvpE5y9A1eUWm , 2021-04-09,spotify:track:2m3ObD945KvpE5y9A1eUWm,Fearless (TV),Jump Then Fall (TV),09/04/2021,Fearless (TV)
Taylor Swift ,Untouchable (TV), Fearless (TV) ,0tQ9vBYpldCuikPsbgOVKA, 2021-04-09,spotify:track:0tQ9vBYpldCuikPsbgOVKA,Fearless (TV),Untouchable (TV),09/04/2021,Fearless (TV)
Taylor Swift , Forever & Always (Piano Version) (TV) , Fearless (TV) , 01QdEx6kFr78ZejhQtWR5m , 2021-04-09,spotify:track:01QdEx6kFr78ZejhQtWR5m,Fearless (TV),Forever & Always (Piano Version) (TV),09/04/2021,Fearless (TV)
Taylor Swift , Come In With The Rain (TV) , Fearless (TV) , 1n2wszmJyVkw6FHqyLnQsY , 2021-04-09,spotify:track:1n2wszmJyVkw6FHqyLnQsY,Fearless (TV),Come In With The Rain (TV),09/04/2021,Fearless (TV)
Taylor Swift , Superstar (TV) , Fearless (TV) , 51A8eKvvZz9uydvIZ7xRSV , 2021-04-09,spotify:track:51A8eKvvZz9uydvIZ7xRSV,Fearless (TV),Superstar (TV),09/04/2021,Fearless (TV)
Taylor Swift , The Other Side Of The Door (TV) , Fearless (TV) , 1cSFlSBdpT4F5vb1frQ231 , 2021-04-09,spotify:track:1cSFlSBdpT4F5vb1frQ231,Fearless (TV),The Other Side Of The Door (TV),09/04/2021,Fearless (TV)
Taylor Swift , Today Was A Fairytale (TV) , Fearless (TV) , 2JoJrsEV15OzbijS47lids , 2021-04-09,spotify:track:2JoJrsEV15OzbijS47lids,Fearless (TV),Today Was A Fairytale (TV),09/04/2021,Fearless (TV)
Taylor Swift; Maren Morris , You All Over Me (feat. Maren Morris) (TV) (From The Vault) , Fearless (TV) , 4CHpVfAhuxNJ3ibExe6kxO , 2021-04-09,spotify:track:4CHpVfAhuxNJ3ibExe6kxO,Fearless (TV),You All Over Me (feat. Maren Morris) (TV) (From The Vault),09/04/2021,Fearless (TV)
Taylor Swift , Mr. Perfectly Fine (TV) (From The Vault) , Fearless (TV) , 2CYVETnhM9aytqrazYYwrK , 2021-04-09,spotify:track:2CYVETnhM9aytqrazYYwrK,Fearless (TV),Mr. Perfectly Fine (TV) (From The Vault),09/04/2021,Fearless (TV)
